"Date","Price","Open","High","Low","Vol.","Change %"
"11/29/2022","7.20","7.25","7.25","7.20","3.39M","-0.69%"
"11/28/2022","7.25","7.30","7.30","7.25","22.93M","-0.68%"
"11/25/2022","7.30","7.20","7.30","7.30","2.23M","1.39%"
"11/24/2022","7.20","7.40","7.45","7.20","4.01M","-2.70%"
"11/23/2022","7.40","7.30","7.40","7.30","4.16M","1.37%"
"11/22/2022","7.30","7.25","7.35","7.30","3.42M","0.69%"
"11/21/2022","7.25","7.15","7.25","7.15","3.79M","1.40%"
"11/18/2022","7.15","7.20","7.20","7.15","4.67M","-0.69%"
"11/17/2022","7.20","7.20","7.20","7.10","3.02M","0.00%"
"11/16/2022","7.20","7.05","7.20","7.15","4.09M","2.13%"
"11/15/2022","7.05","7.05","7.05","7.00","1.14M","0.00%"
"11/14/2022","7.05","7.20","7.05","7.00","1.05M","-2.08%"
"11/11/2022","7.20","7.10","7.20","7.05","7.32M","1.41%"
"11/10/2022","7.10","7.10","7.10","7.00","5.24M","0.00%"
"11/09/2022","7.10","7.00","7.10","6.95","9.85M","1.43%"
"11/08/2022","7.00","7.00","7.00","6.95","2.59M","0.00%"
"11/07/2022","7.00","7.00","7.05","7.05","2.59M","0.00%"
"11/04/2022","7.00","6.80","7.00","7.00","7.79M","2.94%"
"11/03/2022","6.80","6.75","6.90","6.80","5.49M","0.74%"
"11/02/2022","6.75","7.10","7.05","6.75","7.75M","-4.93%"
"11/01/2022","7.10","7.15","7.10","7.05","13.58M","-0.70%"
"10/31/2022","7.15","7.10","7.20","7.05","4.42M","0.70%"
"10/28/2022","7.10","7.15","7.15","7.10","1.84M","-0.70%"
"10/27/2022","7.15","7.05","7.15","7.10","3.84M","1.42%"
"10/26/2022","7.05","7.00","7.05","7.05","1.70M","0.71%"
"10/25/2022","7.00","7.00","7.15","7.00","2.75M","0.00%"
"10/24/2022","7.00","7.00","7.00","7.00","2.99M","0.00%"
"10/21/2022","7.00","7.00","7.00","7.00","929.88K","0.00%"
"10/20/2022","7.00","7.00","7.05","7.00","1.81M","0.00%"
"10/19/2022","7.00","7.05","7.05","7.00","4.06M","-0.71%"
"10/18/2022","7.05","6.90","7.15","6.95","4.68M","2.17%"
"10/17/2022","6.90","6.90","6.95","6.85","6.53M","0.00%"
"10/14/2022","6.90","7.00","6.90","6.85","3.92M","-1.43%"
"10/13/2022","7.00","6.90","7.00","6.95","4.47M","1.45%"
"10/12/2022","6.90","7.00","6.90","6.90","2.92M","-1.43%"
"10/11/2022","7.00","6.75","7.00","6.85","2.41M","3.70%"
"10/07/2022","6.75","6.75","6.75","6.60","4.77M","3.05%"
"10/06/2022","6.55","6.80","6.90","6.55","3.46M","-3.68%"
"10/05/2022","6.80","6.75","6.85","6.75","4.74M","0.74%"
"10/04/2022","6.75","7.00","6.95","6.75","10.67M","-3.57%"
"09/30/2022","7.00","6.95","7.00","6.95","6.36M","0.72%"
"09/29/2022","6.95","7.10","7.10","6.95","3.01M","-2.11%"
"09/28/2022","7.10","7.10","7.10","7.10","4.65M","0.00%"
"09/27/2022","7.10","7.20","7.25","7.10","6.47M","-1.39%"
"09/26/2022","7.20","7.30","7.35","7.20","5.88M","-1.37%"
"09/23/2022","7.30","7.20","7.30","7.10","4.54M","-1.35%"
"09/22/2022","7.40","7.35","7.40","7.30","4.84M","0.68%"
"09/21/2022","7.35","7.25","7.35","7.30","1.76M","1.38%"
"09/20/2022","7.25","7.25","7.30","7.20","3.71M","0.00%"
"09/19/2022","7.25","7.10","7.40","7.25","2.71M","2.11%"
"09/16/2022","7.10","7.45","7.50","7.10","9.07M","-4.70%"
"09/15/2022","7.45","7.40","7.45","7.40","3.70M","0.68%"
"09/14/2022","7.40","7.50","7.40","7.40","2.05M","-1.33%"
"09/13/2022","7.50","7.50","7.55","7.30","5.58M","0.00%"
"09/12/2022","7.50","7.55","7.55","7.50","5.23M","-0.66%"
"09/09/2022","7.55","7.30","7.55","7.35","54.07M","3.42%"
"09/08/2022","7.30","7.20","7.30","7.15","9.40M","1.39%"
"09/07/2022","7.20","7.15","7.20","7.10","2.80M","0.70%"
"09/06/2022","7.15","7.15","7.15","7.10","7.72M","0.00%"
"09/05/2022","7.15","7.25","7.30","7.15","10.65M","-1.38%"
"09/02/2022","7.25","7.30","7.35","7.25","7.12M","-0.68%"
"09/01/2022","7.30","7.25","7.35","7.25","7.35M","1.39%"
"08/31/2022","7.20","7.20","7.25","7.15","26.58M","0.00%"
"08/30/2022","7.20","7.20","7.20","7.15","5.90M","0.00%"
"08/29/2022","7.20","7.15","7.20","7.10","9.89M","0.70%"
"08/26/2022","7.15","7.10","7.20","7.10","7.00M","0.70%"
"08/25/2022","7.10","7.00","7.15","7.00","15.25M","1.43%"
"08/24/2022","7.00","7.05","7.05","7.00","22.95M","-0.71%"
"08/23/2022","7.05","7.05","7.10","7.05","11.17M","0.00%"
"08/22/2022","7.05","7.10","7.05","7.05","2.88M","-0.70%"
"08/19/2022","7.10","7.00","7.10","7.05","9.28M","1.43%"
"08/18/2022","7.00","6.95","7.05","7.00","13.02M","0.72%"
"08/17/2022","6.95","7.00","7.00","6.95","11.17M","-0.71%"
"08/16/2022","7.00","7.00","7.00","7.00","20.53M","0.00%"
"08/15/2022","7.00","7.05","7.05","7.00","21.90M","-0.71%"
"08/12/2022","7.05","7.00","7.05","7.00","13.20M","0.71%"
"08/11/2022","7.00","7.20","7.15","7.00","20.45M","-2.78%"
"08/10/2022","7.20","7.20","7.20","7.10","14.66M","0.00%"
"08/09/2022","7.20","7.25","7.25","7.15","6.15M","-0.69%"
"08/08/2022","7.25","7.25","7.25","7.20","3.87M","0.00%"
"08/05/2022","7.25","7.25","7.25","7.25","2.19M","0.00%"
"08/04/2022","7.25","7.00","7.25","7.05","5.19M","3.57%"
"08/03/2022","7.00","7.05","7.10","7.00","6.81M","-0.71%"
"08/02/2022","7.05","7.20","7.20","7.05","5.95M","-2.08%"
"08/01/2022","7.20","7.20","7.30","7.00","14.26M","0.00%"
"07/29/2022","7.20","6.80","7.25","6.70","15.56M","5.88%"
"07/28/2022","6.80","7.00","7.00","6.80","12.56M","-2.86%"
"07/27/2022","7.00","7.00","7.05","6.80","13.20M","0.00%"
"07/26/2022","7.00","7.10","7.30","7.00","6.21M","-1.41%"
"07/25/2022","7.10","7.30","7.30","7.10","15.85M","-2.74%"
"07/22/2022","7.30","7.35","7.35","7.30","63.74M","-0.68%"
"07/21/2022","7.35","7.40","7.50","7.35","14.24M","-0.68%"
"07/20/2022","7.40","7.50","7.50","7.40","26.71M","-1.33%"
"07/19/2022","7.50","7.45","7.50","7.45","74.28M","0.67%"
"07/18/2022","7.45","7.40","7.60","7.45","12.93M","0.68%"
"07/15/2022","7.40","7.50","7.50","7.40","14.71M","-1.33%"
"07/14/2022","7.50","7.50","7.50","7.50","4.65M","0.00%"
"07/13/2022","7.50","7.55","7.55","7.45","19.65M","-0.66%"
"07/08/2022","7.55","7.45","7.60","7.50","14.33M","1.34%"
"07/07/2022","7.45","7.50","7.50","7.45","6.87M","-0.67%"
"07/06/2022","7.50","7.45","7.55","7.45","10.55M","0.67%"
"07/05/2022","7.45","7.45","7.50","7.40","25.40M","0.00%"
"07/04/2022","7.45","7.40","7.60","7.40","17.59M","0.68%"
"07/01/2022","7.40","7.45","7.55","7.40","22.20M","-0.67%"
"06/30/2022","7.45","7.45","7.45","7.45","17.50M","0.00%"
"06/29/2022","7.45","7.50","7.55","7.45","23.99M","-0.67%"
"06/28/2022","7.50","7.40","7.50","7.40","16.12M","1.35%"
"06/27/2022","7.40","7.45","7.50","7.40","20.61M","-0.67%"
"06/24/2022","7.45","7.45","7.50","7.45","8.89M","0.00%"
"06/23/2022","7.45","7.50","7.55","7.45","6.21M","-0.67%"
"06/22/2022","7.50","7.50","7.50","7.45","26.02M","0.00%"
"06/21/2022","7.50","7.50","7.55","7.45","17.59M","0.00%"
"06/20/2022","7.50","7.50","7.50","7.45","29.50M","0.00%"
"06/17/2022","7.50","7.55","7.60","7.50","35.72M","-0.66%"
"06/16/2022","7.55","7.60","7.65","7.55","17.33M","-0.66%"
"06/15/2022","7.60","7.65","7.70","7.60","36.42M","-0.65%"
"06/14/2022","7.65","7.70","7.70","7.65","47.73M","-0.65%"
"06/10/2022","7.70","7.70","7.80","7.60","10.04M","0.00%"
"06/09/2022","7.70","7.80","7.85","7.70","19.10M","-1.28%"
"06/08/2022","7.80","7.85","7.85","7.80","6.95M","-0.64%"
"06/07/2022","7.85","7.80","7.90","7.80","25.80M","0.64%"
"06/06/2022","7.80","7.75","7.90","7.80","2.30M","0.65%"
"06/03/2022","7.75","7.75","7.85","7.75","3.30M","0.00%"
"06/02/2022","7.75","7.90","7.90","7.75","12.48M","-1.90%"
"06/01/2022","7.90","7.75","8.00","7.90","2.50M","1.94%"
"05/31/2022","7.75","7.90","7.95","7.75","4.10M","-1.90%"
"05/30/2022","7.90","7.95","8.00","7.90","2.36M","-0.63%"
"05/27/2022","7.95","7.90","8.00","7.85","4.10M","0.63%"
"05/26/2022","7.90","7.65","7.90","7.65","5.66M","3.27%"
"05/25/2022","7.65","7.95","7.95","7.60","31.85M","-3.77%"
"05/24/2022","7.95","7.95","8.00","7.90","3.90M","0.00%"
"05/23/2022","7.95","7.90","8.00","7.90","8.24M","0.63%"
"05/20/2022","7.90","7.95","7.95","7.90","11.11M","-0.63%"
"05/19/2022","7.95","7.90","8.00","7.90","12.28M","0.63%"
"05/18/2022","7.90","7.90","7.95","7.90","9.57M","0.00%"
"05/17/2022","7.90","7.90","7.95","7.90","10.26M","0.00%"
"05/16/2022","7.90","8.00","8.00","7.90","8.26M","-1.25%"
"05/13/2022","8.00","8.00","8.00","7.90","11.69M","0.00%"
"05/12/2022","8.00","8.00","8.00","7.95","6.11M","0.00%"
"05/11/2022","8.00","8.00","8.05","7.95","12.61M","0.00%"
"05/10/2022","8.00","8.05","8.10","8.00","10.76M","-0.62%"
"05/09/2022","8.05","8.05","8.05","8.00","8.47M","0.00%"
"05/06/2022","8.05","8.05","8.10","8.00","16.24M","0.00%"
"05/05/2022","8.05","8.05","8.10","8.00","20.68M","0.00%"
"05/04/2022","8.05","8.25","8.20","8.05","13.75M","-2.42%"
"04/29/2022","8.25","8.25","8.25","8.15","5.22M","0.00%"
"04/28/2022","8.25","8.20","8.30","8.15","11.07M","0.61%"
"04/27/2022","8.20","8.10","8.20","8.10","10.13M","1.23%"
"04/26/2022","8.10","8.20","8.20","8.10","7.33M","-1.22%"
"04/25/2022","8.20","8.10","8.20","8.10","6.55M","1.23%"
"04/22/2022","8.10","8.00","8.10","8.00","7.41M","1.25%"
"04/21/2022","8.00","8.00","8.05","7.95","7.65M","0.00%"
"04/20/2022","8.00","8.00","8.00","8.00","20.06M","0.00%"
"04/19/2022","8.00","8.20","8.25","7.95","11.89M","-2.44%"
"04/14/2022","8.20","8.20","8.25","8.10","21.29M","0.00%"
"04/13/2022","8.20","8.00","8.25","8.00","28.92M","2.50%"
"04/12/2022","8.00","7.95","8.00","7.90","9.91M","0.63%"
"04/11/2022","7.95","7.85","7.95","7.80","5.51M","1.27%"
"04/08/2022","7.85","7.75","7.90","7.80","11.59M","1.29%"
"04/07/2022","7.75","7.75","7.80","7.75","15.63M","0.00%"
"04/06/2022","7.75","7.60","7.75","7.65","7.94M","1.97%"
"04/05/2022","7.60","7.50","7.60","7.50","5.20M","1.33%"
"04/04/2022","7.50","7.70","7.60","7.50","15.09M","-2.60%"
"04/01/2022","7.70","7.70","7.75","7.70","48.00M","0.00%"
"03/31/2022","7.70","7.80","7.80","7.70","5.26M","-1.28%"
"03/30/2022","7.80","7.75","7.80","7.70","8.03M","0.65%"
"03/29/2022","7.75","7.70","7.80","7.70","6.23M","0.65%"
"03/28/2022","7.70","7.65","7.80","7.65","5.43M","0.65%"
"03/25/2022","7.65","7.60","7.70","7.60","12.27M","0.66%"
"03/24/2022","7.60","7.65","7.65","7.60","18.33M","-0.65%"
"03/23/2022","7.65","7.60","7.75","7.50","30.91M","0.66%"
"03/22/2022","7.60","7.75","7.80","7.60","39.54M","-1.94%"
"03/21/2022","7.75","7.85","7.90","7.65","18.74M","-10.40%"
"03/18/2022","8.65","8.50","8.65","8.50","28.17M","1.76%"
"03/17/2022","8.50","8.55","8.55","8.40","27.73M","-0.58%"
"03/16/2022","8.55","8.50","8.55","8.50","14.76M","0.59%"
"03/15/2022","8.50","8.70","8.60","8.50","23.41M","-2.30%"
"03/14/2022","8.70","8.55","8.70","8.55","13.52M","1.75%"
"03/11/2022","8.55","8.50","8.55","8.45","14.12M","0.59%"
"03/10/2022","8.50","8.50","8.60","8.40","12.77M","0.00%"
"03/09/2022","8.50","8.40","8.50","8.40","11.34M","1.19%"
"03/08/2022","8.40","8.40","8.50","8.35","17.98M","0.00%"
"03/07/2022","8.40","8.45","8.55","8.40","19.99M","1.82%"
"03/04/2022","8.25","8.35","8.35","8.15","2.55M","-1.20%"
"03/03/2022","8.35","8.40","8.35","8.10","7.76M","-0.60%"
"03/02/2022","8.40","8.55","8.60","8.40","12.92M","-1.75%"
"03/01/2022","8.55","8.65","8.65","8.55","17.02M","-1.16%"
"02/28/2022","8.65","8.70","8.75","8.60","11.25M","-0.57%"
"02/25/2022","8.70","8.70","8.70","8.65","19.29M","0.00%"
"02/24/2022","8.70","8.65","8.70","8.60","14.01M","0.58%"
"02/23/2022","8.65","8.75","8.70","8.65","12.44M","-1.14%"
"02/22/2022","8.75","8.65","8.80","8.65","19.92M","1.16%"
"02/21/2022","8.65","8.55","8.85","8.40","26.98M","1.17%"
"02/18/2022","8.55","8.50","8.55","8.35","8.73M","0.59%"
"02/17/2022","8.50","8.50","8.50","8.20","9.09M","0.59%"
"02/16/2022","8.45","8.50","8.50","8.45","16.85M","-0.59%"
"02/15/2022","8.50","8.70","8.60","8.50","8.78M","-2.30%"
"02/14/2022","8.70","8.70","8.80","8.65","14.85M","0.00%"
"02/11/2022","8.70","8.85","8.80","8.65","16.58M","-1.69%"
"02/10/2022","8.85","8.65","8.85","8.65","12.54M","1.72%"
"02/09/2022","8.70","8.60","8.70","8.60","10.60M","1.16%"
"02/08/2022","8.60","8.65","8.60","8.50","9.69M","-0.58%"
"02/07/2022","8.65","8.55","8.70","8.55","9.19M","1.17%"
"02/04/2022","8.55","8.50","8.60","8.50","2.90M","0.59%"
"02/03/2022","8.50","8.50","8.55","8.50","6.71M","0.00%"
"02/02/2022","8.50","8.80","8.80","8.50","15.08M","-3.41%"
"02/01/2022","8.80","8.60","8.80","8.55","10.95M","2.33%"
"01/31/2022","8.60","8.45","8.65","8.50","21.37M","1.78%"
"01/28/2022","8.45","8.30","8.45","8.30","8.31M","1.81%"
"01/27/2022","8.30","8.25","8.35","8.25","7.28M","0.61%"
"01/26/2022","8.25","8.15","8.25","8.15","4.53M","1.23%"
"01/25/2022","8.15","8.10","8.15","8.10","4.63M","0.62%"
"01/24/2022","8.10","8.20","8.15","8.10","35.11M","-1.22%"
"01/21/2022","8.20","8.20","8.20","8.15","10.29M","0.00%"
"01/20/2022","8.20","8.15","8.20","8.15","9.24M","0.61%"
"01/19/2022","8.15","8.15","8.25","8.15","7.54M","0.00%"
"01/18/2022","8.15","8.15","8.20","8.10","10.82M","0.00%"
"01/17/2022","8.15","8.25","8.20","8.10","3.81M","-1.21%"
"01/14/2022","8.25","8.20","8.25","8.15","7.33M","0.61%"
"01/13/2022","8.20","8.20","8.25","8.20","5.53M","0.00%"
"01/12/2022","8.20","8.10","8.20","8.15","3.16M","1.23%"
"01/11/2022","8.10","8.25","8.20","8.10","6.51M","-1.82%"
"01/10/2022","8.25","8.00","8.25","8.10","6.93M","3.13%"
"01/07/2022","8.00","8.10","8.15","8.00","10.78M","-1.23%"
"01/06/2022","8.10","8.05","8.10","8.00","22.03M","0.62%"
"01/05/2022","8.05","8.05","8.05","8.05","13.95M","0.00%"
"01/04/2022","8.05","8.05","8.10","8.00","10.33M","0.00%"
"12/31/2021","8.05","8.00","8.05","8.00","5.31M","0.63%"
"12/30/2021","8.00","7.90","8.00","7.85","7.45M","1.27%"
"12/29/2021","7.90","7.90","7.95","7.90","6.99M","0.00%"
"12/24/2021","7.90","7.95","7.90","7.90","1.55M","-0.63%"
"12/23/2021","7.95","7.85","7.95","7.85","4.69M","1.27%"
"12/22/2021","7.85","7.95","8.00","7.85","6.35M","-1.26%"
"12/21/2021","7.95","8.00","8.05","7.95","16.72M","-0.63%"
"12/20/2021","8.00","8.00","8.00","7.90","3.11M","0.00%"
"12/17/2021","8.00","7.85","8.00","7.80","8.32M","1.91%"
"12/16/2021","7.85","7.75","7.85","7.75","12.95M","1.29%"
"12/15/2021","7.75","7.90","7.75","7.75","3.55M","-1.90%"
"12/14/2021","7.90","8.00","8.00","7.90","3.57M","-1.25%"
"12/13/2021","8.00","8.05","8.10","8.00","6.89M","-0.62%"
"12/10/2021","8.05","7.90","8.05","7.90","13.20M","1.90%"
"12/09/2021","7.90","7.95","7.90","7.80","10.22M","-0.63%"
"12/08/2021","7.95","7.55","8.00","7.65","14.73M","5.30%"
"12/07/2021","7.55","7.50","7.60","7.40","12.42M","0.67%"
"12/06/2021","7.50","7.90","7.80","7.40","18.59M","-5.06%"
"12/03/2021","7.90","7.90","7.95","7.90","3.01M","0.00%"
"12/02/2021","7.90","8.00","8.00","7.80","4.44M","-1.25%"
"12/01/2021","8.00","8.05","8.00","7.95","8.23M","-0.62%"
"11/30/2021","8.05","8.00","8.05","7.95","12.49M","0.63%"
"11/29/2021","8.00","8.10","8.05","8.00","9.50M","-1.23%"
"11/26/2021","8.10","8.15","8.15","8.05","7.90M","-0.61%"
"11/25/2021","8.15","8.15","8.20","8.10","7.33M","0.00%"
"11/24/2021","8.15","8.15","8.20","8.15","3.29M","0.00%"
"11/23/2021","8.15","8.20","8.15","8.15","2.90M","-0.61%"
"11/22/2021","8.20","8.20","8.30","8.20","5.22M","0.00%"
"11/19/2021","8.20","8.30","8.25","8.15","3.31M","-1.20%"
"11/18/2021","8.30","8.40","8.40","8.20","4.24M","-1.19%"
"11/17/2021","8.40","8.35","8.55","8.40","7.35M","0.60%"
"11/16/2021","8.35","8.20","8.35","8.20","4.42M","1.83%"
"11/15/2021","8.20","8.45","8.40","8.20","10.23M","-2.96%"
"11/12/2021","8.45","8.15","8.45","8.20","2.81M","3.68%"
"11/11/2021","8.15","8.35","8.35","8.15","3.56M","-2.40%"
"11/10/2021","8.35","8.45","8.50","8.15","8.43M","-1.18%"
"11/09/2021","8.45","8.45","8.45","8.30","4.96M","0.00%"
"11/08/2021","8.45","8.45","8.50","8.20","8.77M","0.00%"
"11/05/2021","8.45","8.10","8.45","8.10","6.25M","4.32%"
"11/04/2021","8.10","8.30","8.30","8.10","6.82M","-2.41%"
"11/03/2021","8.30","8.50","8.40","8.25","9.72M","-2.35%"
"11/02/2021","8.50","8.55","8.60","8.45","52.58M","-0.58%"
"11/01/2021","8.55","8.60","8.65","8.50","29.28M","-0.58%"
"10/29/2021","8.60","8.50","8.65","8.50","10.67M","1.18%"
"10/28/2021","8.50","8.40","8.55","8.40","60.03M","1.19%"
"10/27/2021","8.40","8.45","8.50","8.40","9.01M","-0.59%"
"10/26/2021","8.45","8.35","8.50","8.35","20.33M","1.20%"
"10/25/2021","8.35","8.40","8.50","8.35","13.78M","-0.60%"
"10/22/2021","8.40","8.35","8.40","8.30","18.49M","0.60%"
"10/21/2021","8.35","8.35","8.35","8.30","11.30M","0.00%"
"10/20/2021","8.35","8.30","8.35","8.30","16.39M","0.60%"
"10/18/2021","8.30","8.30","8.40","8.25","12.30M","0.00%"
"10/15/2021","8.30","8.25","8.30","8.15","7.35M","0.61%"
"10/14/2021","8.25","8.30","8.40","8.15","21.17M","-0.60%"
"10/13/2021","8.30","8.05","8.40","8.05","16.55M","3.11%"
"10/12/2021","8.05","7.95","8.15","7.95","22.54M","1.26%"
"10/11/2021","7.95","7.95","8.00","7.90","6.39M","0.00%"
"10/08/2021","7.95","7.90","8.00","7.95","7.31M","0.63%"
"10/07/2021","7.90","7.75","8.00","7.90","12.97M","1.94%"
"10/06/2021","7.75","7.95","8.40","7.75","25.27M","-2.52%"
"10/05/2021","7.95","7.60","8.00","7.55","16.35M","4.61%"
"10/04/2021","7.60","7.55","7.60","7.55","9.07M","0.66%"
"09/30/2021","7.55","7.60","7.60","7.55","4.95M","-0.66%"
"09/29/2021","7.60","7.45","7.60","7.45","9.46M","2.01%"
"09/28/2021","7.45","7.45","7.50","7.40","11.12M","0.00%"
"09/27/2021","7.45","7.50","7.45","7.40","5.77M","-0.67%"
"09/24/2021","7.50","7.45","7.50","7.00","4.87M","-1.96%"
"09/23/2021","7.65","7.60","7.65","7.60","3.86M","0.66%"
"09/22/2021","7.60","7.65","7.65","7.60","18.78M","-0.65%"
"09/21/2021","7.65","7.60","7.65","7.60","38.99M","0.66%"
"09/20/2021","7.60","7.60","7.65","7.55","10.81M","0.00%"
"09/17/2021","7.60","7.60","7.65","7.60","11.06M","0.00%"
"09/16/2021","7.60","7.65","7.65","7.60","4.42M","-0.65%"
"09/15/2021","7.65","7.65","7.65","7.60","4.89M","0.00%"
"09/14/2021","7.65","7.70","7.65","7.55","17.77M","-0.65%"
"09/13/2021","7.70","7.60","7.70","7.60","11.29M","1.32%"
"09/10/2021","7.60","7.85","7.70","7.55","15.26M","-3.18%"
"09/09/2021","7.85","7.50","7.85","7.55","3.36M","4.67%"
"09/08/2021","7.50","7.50","7.55","7.50","10.10M","0.00%"
"09/07/2021","7.50","7.60","7.60","7.50","18.39M","-1.32%"
"09/06/2021","7.60","7.75","7.85","7.60","6.78M","-1.94%"
"09/03/2021","7.75","7.70","7.80","7.70","7.33M","0.65%"
"09/02/2021","7.70","7.60","7.70","7.50","10.62M","1.32%"
"09/01/2021","7.60","7.60","7.70","7.55","2.78M","0.00%"
"08/31/2021","7.60","7.55","7.60","7.55","6.85M","0.66%"
"08/30/2021","7.55","7.50","7.60","7.50","6.13M","0.67%"
"08/27/2021","7.50","7.45","7.55","7.45","7.18M","0.67%"
"08/26/2021","7.45","7.45","7.50","7.45","8.01M","0.00%"
"08/25/2021","7.45","7.45","7.55","7.45","3.83M","0.00%"
"08/24/2021","7.45","7.55","7.60","7.45","15.54M","-1.32%"
"08/23/2021","7.55","7.55","7.60","7.55","4.79M","0.00%"
"08/20/2021","7.55","7.60","7.60","7.55","6.73M","-0.66%"
"08/19/2021","7.60","7.65","7.65","7.60","10.27M","-0.65%"
"08/18/2021","7.65","7.55","7.65","7.55","5.00M","1.32%"
"08/17/2021","7.55","7.55","7.65","7.55","5.19M","0.00%"
"08/16/2021","7.55","7.60","7.65","7.55","5.72M","-0.66%"
"08/13/2021","7.60","7.50","7.60","7.60","1.13M","1.33%"
"08/12/2021","7.50","7.55","7.60","7.50","9.40M","-0.66%"
"08/11/2021","7.55","7.60","7.65","7.55","10.94M","-0.66%"
"08/10/2021","7.60","7.55","7.70","7.50","5.03M","0.66%"
"08/09/2021","7.55","7.50","7.60","7.55","2.93M","0.67%"
"08/06/2021","7.50","7.50","7.60","7.50","5.07M","0.00%"
"08/05/2021","7.50","7.50","7.60","7.50","16.43M","0.00%"
"08/04/2021","7.50","7.50","7.60","7.50","17.24M","0.00%"
"08/03/2021","7.50","7.60","7.60","7.50","6.27M","-1.32%"
"08/02/2021","7.60","7.60","7.60","7.55","3.55M","0.00%"
"07/30/2021","7.60","7.60","7.70","7.60","9.26M","0.00%"
"07/29/2021","7.60","7.70","7.70","7.55","10.31M","-1.30%"
"07/28/2021","7.70","7.80","7.85","7.70","19.35M","-1.28%"
"07/27/2021","7.80","7.85","7.90","7.80","12.61M","-0.64%"
"07/26/2021","7.85","7.80","7.90","7.80","13.84M","0.64%"
"07/23/2021","7.80","7.75","7.80","7.70","10.99M","0.65%"
"07/22/2021","7.75","7.75","7.80","7.70","6.12M","0.00%"
"07/19/2021","7.75","7.75","7.75","7.70","7.03M","0.00%"
"07/16/2021","7.75","7.60","7.80","7.55","6.01M","1.97%"
"07/15/2021","7.60","7.55","7.60","7.55","5.60M","0.66%"
"07/14/2021","7.55","7.55","7.55","7.50","35.92M","0.00%"
"07/13/2021","7.55","7.50","7.60","7.50","9.58M","0.67%"
"07/12/2021","7.50","7.50","7.60","7.50","14.11M","0.00%"
"07/09/2021","7.50","7.50","7.55","7.45","7.16M","0.00%"
"07/08/2021","7.50","7.70","7.70","7.50","7.09M","-2.60%"
"07/07/2021","7.70","7.85","7.95","7.65","9.76M","-1.91%"
"07/06/2021","7.85","7.45","7.85","7.50","21.56M","5.37%"
"07/05/2021","7.45","7.35","7.50","7.25","13.19M","1.36%"
"07/02/2021","7.35","7.25","7.35","7.25","6.75M","1.38%"
"07/01/2021","7.25","7.30","7.30","7.25","6.05M","-0.68%"
"06/30/2021","7.30","7.30","7.30","7.25","13.56M","0.00%"
"06/29/2021","7.30","7.35","7.30","7.25","5.88M","-0.68%"
"06/28/2021","7.35","7.25","7.35","7.15","12.99M","1.38%"
"06/25/2021","7.25","7.15","7.25","7.15","5.82M","1.40%"
"06/24/2021","7.15","7.30","7.25","7.15","10.02M","-2.05%"
"06/23/2021","7.30","7.30","7.30","7.25","3.79M","0.00%"
"06/22/2021","7.30","7.30","7.35","7.25","5.57M","0.00%"
"06/21/2021","7.30","7.30","7.30","7.25","5.16M","0.00%"
"06/18/2021","7.30","7.35","7.35","7.30","15.29M","-0.68%"
"06/17/2021","7.35","7.25","7.35","7.25","3.78M","1.38%"
"06/16/2021","7.25","7.10","7.30","7.15","5.79M","2.11%"
"06/15/2021","7.10","7.15","7.25","7.10","12.48M","-0.70%"
"06/11/2021","7.15","7.10","7.15","7.10","6.74M","0.70%"
"06/10/2021","7.10","7.10","7.30","7.10","21.69M","0.00%"
"06/09/2021","7.10","7.10","7.20","7.10","10.92M","0.00%"
"06/08/2021","7.10","7.10","7.15","7.10","2.29M","0.00%"
"06/07/2021","7.10","7.15","7.15","7.10","9.09M","-0.70%"
"06/04/2021","7.15","7.15","7.20","7.15","2.60M","0.00%"
"06/03/2021","7.15","7.20","7.20","7.15","3.59M","-0.69%"
"06/02/2021","7.20","7.15","7.20","7.15","2.74M","0.70%"
"06/01/2021","7.15","7.15","7.20","7.15","9.15M","0.00%"
"05/31/2021","7.15","7.15","7.20","7.10","6.96M","0.00%"
"05/28/2021","7.15","7.10","7.20","7.10","3.75M","0.70%"
"05/27/2021","7.10","7.10","7.15","7.10","10.99M","0.00%"
"05/26/2021","7.10","7.15","7.15","7.10","6.91M","-0.70%"
"05/25/2021","7.15","7.15","7.20","7.15","6.19M","0.00%"
"05/24/2021","7.15","7.25","7.25","7.15","3.38M","-1.38%"
"05/21/2021","7.25","7.30","7.30","7.10","5.14M","0.00%"
"05/20/2021","7.25","7.35","7.30","7.25","2.76M","-1.36%"
"05/19/2021","7.35","7.35","7.35","7.30","4.36M","0.00%"
"05/18/2021","7.35","7.35","7.40","7.30","7.40M","0.00%"
"05/17/2021","7.35","7.30","7.45","7.30","5.48M","0.68%"
"05/14/2021","7.30","7.30","7.35","7.20","5.81M","0.00%"
"05/11/2021","7.30","7.25","7.30","7.20","8.80M","0.69%"
"05/10/2021","7.25","7.15","7.30","7.10","16.59M","1.40%"
"05/07/2021","7.15","7.20","7.25","7.15","13.62M","-0.69%"
"05/06/2021","7.20","7.20","7.25","7.10","19.79M","0.00%"
"05/05/2021","7.20","7.20","7.30","7.20","18.05M","0.00%"
"05/04/2021","7.20","7.30","7.30","7.15","10.38M","-1.37%"
"04/30/2021","7.30","7.35","7.35","7.20","22.15M","-0.68%"
"04/29/2021","7.35","7.40","7.45","7.35","13.41M","-0.68%"
"04/28/2021","7.40","7.40","7.45","7.40","4.48M","0.00%"
